trdar_cd,signgu,stdr_yyqu,svc_induty,flow_pop,work_pop,resident_pop,store_cnt,open_rate,close_rate,competitor_cnt,rent,change_idx,monthly_sales,survived_2y
03001,성동구,20241,치킨전문점,7913,4996,6894,10,7.6,8.2,6,28.7,LL,2395,0
03001,성동구,20242,치킨전문점,6358,5145,4826,4,7.3,6.0,3,28.9,LL,2463,1
03001,성동구,20243,치킨전문점,6285,4385,4587,7,8.0,8.8,4,27.8,LL,2533,1
03001,성동구,20244,치킨전문점,6701,5048,6543,3,8.1,12.1,2,24.8,LL,3061,0
03001,성동구,20231,의류,8277,5676,6619,7,6.7,7.1,5,27.7,LL,2343,1
03001,성동구,20232,의류,7250,4370,5115,7,5.1,4.5,6,28.6,LL,2123,1
03001,성동구,20233,의류,7797,5468,6660,11,5.9,9.4,10,28.4,LL,2333,1
03001,성동구,20234,의류,8248,5992,6282,4,7.7,9.9,0,24.4,LL,2291,0
03001,성동구,20241,의류,7616,6042,7469,8,8.2,8.5,7,25.8,LL,2217,0
03001,성동구,20242,의류,6590,4573,6258,3,6.3,7.0,0,24.1,LL,2610,1
03001,성동구,20243,의류,6252,3846,5386,17,12.9,3.6,13,28.1,LL,1762,0
03001,성동구,20244,의류,6455,4357,5296,5,7.0,10.5,1,28.4,LL,2303,0
03002,성동구,20231,커피-음료,11999,4666,5568,4,9.5,1.0,2,25.2,LH,3133,1
03002,성동구,20232,커피-음료,10052,3732,3353,7,6.0,8.9,5,23.8,LH,2709,1
03002,성동구,20233,커피-음료,11240,3750,4776,7,9.4,7.6,8,24.8,LH,3047,0
03002,성동구,20234,커피-음료,10768,4593,4666,11,3.2,7.7,3,21.3,LH,2955,1
03002,성동구,20241,커피-음료,11130,3804,4386,4,10.6,8.0,2,25.0,LH,3585,1
03002,성동구,20242,커피-음료,11234,4309,4626,10,10.1,1.0,5,21.5,LH,3151,1
03002,성동구,20243,커피-음료,10968,3877,4004,10,5.8,4.5,5,23.3,LH,3120,1
03002,성동구,20244,커피-음료,10377,4114,3465,8,4.8,5.9,3,21.7,LH,3170,1
03002,성동구,20231,한식음식점,10197,3764,3868,3,7.1,9.2,3,21.9,LH,3878,1
03002,성동구,20232,한식음식점,12447,4613,5044,5,8.4,9.8,2,25.2,LH,3746,1
03002,성동구,20233,한식음식점,10178,4103,3937,9,9.5,6.9,7,23.7,LH,3812,1
03002,성동구,20234,한식음식점,12058,3748,5277,9,4.8,8.7,6,24.4,LH,3610,0
03002,성동구,20241,한식음식점,9606,3933,3912,2,8.0,8.4,2,23.4,LH,3960,1
03002,성동구,20242,한식음식점,10974,4619,4261,9,6.5,13.1,5,23.8,LH,3717,1
03002,성동구,20243,한식음식점,10679,3144,3324,10,3.8,9.3,11,24.6,LH,3651,1
03002,성동구,20244,한식음식점,9650,3442,3823,8,4.7,8.3,3,23.1,LH,4209,1
03002,성동구,20231,분식전문점,11624,4072,3700,15,8.5,8.3,6,22.3,LH,2390,1
03002,성동구,20232,분식전문점,12388,4700,5529,7,7.0,10.2,7,24.6,LH,1797,0
03002,성동구,20233,분식전문점,10406,3280,4676,7,4.5,7.0,6,25.4,LH,2224,1
03002,성동구,20234,분식전문점,11373,3278,4677,4,4.8,6.9,2,22.4,LH,2055,1
03002,성동구,20241,분식전문점,10433,3313,4076,8,6.5,2.3,1,23.6,LH,2350,1
03002,성동구,20242,분식전문점,12479,4527,4611,5,1.4,5.4,3,25.6,LH,2789,1
03002,성동구,20243,분식전문점,11327,3605,4280,4,7.3,1.7,3,23.4,LH,2366,0
03002,성동구,20244,분식전문점,9790,2833,3257,2,5.8,7.6,0,25.7,LH,2324,1
03002,성동구,20231,제과점,10645,3779,3875,4,7.6,11.5,4,22.2,LH,2772,1
03002,성동구,20232,제과점,10788,3121,3459,10,6.6,6.7,9,25.1,LH,2647,1
03002,성동구,20233,제과점,12322,4955,4448,9,10.9,7.8,7,21.7,LH,2764,1
03002,성동구,20234,제과점,12029,4476,5604,8,5.9,10.0,6,22.5,LH,2650,1
03002,성동구,20241,제과점,9525,3983,3889,7,6.2,9.9,2,23.3,LH,3093,1
03002,성동구,20242,제과점,12173,4976,3955,3,6.5,11.0,4,21.6,LH,2818,0
03002,성동구,20243,제과점,11028,4523,5038,4,3.9,8.6,4,22.3,LH,2930,1
03002,성동구,20244,제과점,9744,3597,3224,11,7.2,14.5,3,25.7,LH,2777,1
03002,성동구,20231,치킨전문점,9453,3081,3609,4,8.0,8.1,0,24.1,LH,2526,0
03002,성동구,20232,치킨전문점,12305,3793,4829,4,7.7,6.6,3,24.3,LH,2611,1
03002,성동구,20233,치킨전문점,10241,3850,3258,3,10.8,7.4,1,23.0,LH,2146,1
03002,성동구,20234,치킨전문점,11440,3495,4495,4,2.8,2.6,2,24.4,LH,2790,1
03002,성동구,20241,치킨전문점,11421,4670,4663,2,6.5,8.0,3,24.6,LH,2545,1
03002,성동구,20242,치킨전문점,9838,3115,4465,9,10.6,3.9,3,22.9,LH,2666,0
03002,성동구,20243,치킨전문점,9997,3336,4413,4,8.8,8.2,0,25.5,LH,2683,1
03002,성동구,20244,치킨전문점,11994,4597,4273,10,4.2,2.6,7,23.2,LH,2328,1
03002,성동구,20231,의류,10060,4098,4258,11,11.5,7.2,9,21.7,LH,2082,1
03002,성동구,20232,의류,11360,3909,5028,8,8.7,3.5,4,21.9,LH,2191,1
03002,성동구,20233,의류,10701,3862,4439,12,10.7,4.6,4,22.1,LH,2340,0
03002,성동구,20234,의류,12168,4524,5372,8,7.7,8.1,2,25.1,LH,2393,1
03002,성동구,20241,의류,9669,3725,3349,1,7.9,11.0,0,21.6,LH,2652,0
03002,성동구,20242,의류,11376,4091,5077,4,6.9,8.3,1,21.9,LH,2718,1
03002,성동구,20243,의류,10620,3779,4791,7,8.8,2.3,3,25.8,LH,2652,1
03002,성동구,20244,의류,10374,3753,3558,9,8.3,8.6,7,25.8,LH,2222,0
03003,성동구,20231,커피-음료,9142,10746,6087,10,7.9,12.2,5,10.8,LL,3272,1
03003,성동구,20232,커피-음료,9625,9834,9462,5,13.9,7.0,3,10.0,LL,3264,1
03003,성동구,20233,커피-음료,9311,7964,8696,4,4.6,9.7,3,10.8,LL,3352,1
03003,성동구,20234,커피-음료,7264,9060,6135,8,5.1,14.3,4,11.3,LL,3623,1
03003,성동구,20241,커피-음료,8749,9623,5796,1,7.9,8.1,0,10.7,LL,3394,1
03003,성동구,20242,커피-음료,7962,7859,6689,8,9.4,3.8,6,11.1,LL,3520,1
03003,성동구,20243,커피-음료,8082,8693,7487,9,6.7,10.2,5,10.6,LL,3742,1
03003,성동구,20244,커피-음료,8448,7717,7038,9,7.3,5.2,4,10.5,LL,3751,1
03003,성동구,20231,한식음식점,8652,8403,5920,7,11.3,8.6,4,10.7,LL,3739,1
03003,성동구,20232,한식음식점,7842,9208,5466,7,6.9,5.9,0,10.7,LL,4229,1
03003,성동구,20233,한식음식점,8358,9154,6551,7,8.9,9.3,8,11.8,LL,4227,1
03003,성동구,20234,한식음식점,7864,6762,6521,7,8.7,12.8,2,10.5,LL,4290,1
03003,성동구,20241,한식음식점,7495,7901,5545,4,6.8,11.7,2,10.4,LL,4285,1
03003,성동구,20242,한식음식점,9471,10796,8253,9,9.3,8.1,6,11.3,LL,4282,1
03003,성동구,20243,한식음식점,7605,6513,6358,12,10.9,9.2,7,11.5,LL,4349,1
03003,성동구,20244,한식음식점,8837,10103,8080,8,9.0,9.1,6,9.8,LL,4585,1
03003,성동구,20231,분식전문점,8508,9557,6887,3,12.9,9.1,1,11.4,LL,2212,1
03003,성동구,20232,분식전문점,7980,8115,6684,4,8.7,7.8,2,10.2,LL,2575,1
03003,성동구,20233,분식전문점,7456,8627,5900,7,7.9,5.7,3,10.1,LL,2452,1
03003,성동구,20234,분식전문점,8689,9631,8168,12,5.7,5.7,6,10.6,LL,2413,0
03003,성동구,20241,분식전문점,7774,7944,5386,8,5.5,6.6,4,11.4,LL,2373,0
03003,성동구,20242,분식전문점,9066,11139,6094,4,9.3,4.0,3,11.2,LL,2563,1
03003,성동구,20243,분식전문점,8870,8619,8150,9,11.8,6.6,5,9.8,LL,2281,1
03003,성동구,20244,분식전문점,9339,10847,8969,9,11.4,6.3,6,10.1,LL,2649,1
03003,성동구,20231,제과점,9619,9669,7625,9,7.0,10.9,2,11.3,LL,3096,1
03003,성동구,20232,제과점,8226,7483,7756,9,6.2,9.5,2,10.4,LL,2806,1
03003,성동구,20233,제과점,9632,11822,6761,4,9.4,7.2,3,10.3,LL,3449,1
03003,성동구,20234,제과점,8549,8579,7685,2,7.1,9.4,2,9.9,LL,3343,1
03003,성동구,20241,제과점,7791,9798,6199,5,9.7,7.3,2,10.3,LL,3162,1
03003,성동구,20242,제과점,9123,9108,7766,5,4.8,5.5,4,10.3,LL,3255,1
03003,성동구,20243,제과점,8255,8277,6248,4,9.1,6.6,2,10.8,LL,3482,1
03003,성동구,20244,제과점,9633,11599,7666,10,8.2,8.6,4,11.7,LL,3177,1
03003,성동구,20231,치킨전문점,8212,9720,5510,16,9.1,9.7,10,10.1,LL,2217,0
03003,성동구,20232,치킨전문점,9642,8287,9081,10,7.1,3.1,4,9.8,LL,2614,1
03003,성동구,20233,치킨전문점,7433,8755,5873,7,11.1,4.5,6,10.9,LL,2414,1
03003,성동구,20234,치킨전문점,7543,7429,6241,3,6.9,7.0,2,10.0,LL,2805,1
03003,성동구,20241,치킨전문점,8136,9813,5531,7,12.8,4.1,3,10.0,LL,3048,1
03003,성동구,20242,치킨전문점,8831,9734,7328,11,6.9,2.6,7,11.1,LL,2844,1
03003,성동구,20243,치킨전문점,7332,8387,5625,5,7.8,6.4,3,10.4,LL,2759,0
03003,성동구,20244,치킨전문점,8149,9482,6431,9,9.4,7.0,4,11.7,LL,2825,1
03003,성동구,20231,의류,9196,8133,8875,4,3.7,5.3,3,10.0,LL,2405,1
03003,성동구,20232,의류,8756,10085,6240,4,10.9,8.4,3,11.2,LL,2810,1
03003,성동구,20233,의류,9141,10089,6795,5,5.7,7.2,2,11.8,LL,2879,1
03003,성동구,20234,의류,9084,10003,6339,5,3.5,8.9,2,10.9,LL,2809,0
03003,성동구,20241,의류,9107,8958,7487,5,12.3,7.5,0,10.6,LL,3282,1
03003,성동구,20242,의류,8543,10865,6900,11,7.8,3.0,0,11.7,LL,3080,1
03003,성동구,20243,의류,8983,8199,7957,5,11.0,7.6,4,11.4,LL,2700,0
03003,성동구,20244,의류,7227,7634,4941,8,7.9,11.2,3,10.7,LL,2777,1
03004,성동구,20231,커피-음료,6143,3370,3591,10,7.9,7.9,10,25.1,HL,2405,1
03004,성동구,20232,커피-음료,5927,3334,3161,3,8.4,4.3,2,22.8,HL,3083,1
03004,성동구,20233,커피-음료,6954,4015,3726,5,10.8,2.8,0,24.5,HL,3158,1
03004,성동구,20234,커피-음료,6031,3037,4755,7,4.4,5.8,3,24.0,HL,3012,1
03004,성동구,20241,커피-음료,5547,3169,2962,9,6.1,4.0,8,24.3,HL,2622,1
03004,성동구,20242,커피-음료,5468,3034,3915,7,9.4,5.4,6,24.4,HL,2739,1
03004,성동구,20243,커피-음료,5544,3022,3619,5,8.6,2.2,4,21.9,HL,3088,0
03004,성동구,20244,커피-음료,6835,3271,4824,7,7.6,3.0,4,25.9,HL,2787,1
03004,성동구,20231,한식음식점,5304,2077,3016,4,7.0,9.8,3,22.2,HL,3704,1
03004,성동구,20232,한식음식점,5170,2365,3631,5,10.5,4.2,3,21.9,HL,3594,1
03004,성동구,20233,한식음식점,5832,2857,3136,8,6.3,5.4,5,22.7,HL,3859,1
03004,성동구,20234,한식음식점,6598,3341,3499,8,1.7,5.5,2,23.6,HL,3956,1
03004,성동구,20241,한식음식점,6475,3773,3479,8,9.0,1.0,9,22.2,HL,3692,1
03004,성동구,20242,한식음식점,5820,3078,3320,9,3.4,4.4,2,25.9,HL,3557,1
03004,성동구,20243,한식음식점,6757,3933,5314,7,2.8,1.0,4,25.3,HL,3967,1
03004,성동구,20244,한식음식점,6131,3151,4345,9,11.6,4.5,3,24.4,HL,4069,1
03004,성동구,20231,분식전문점,6163,2775,3938,9,3.9,7.6,7,25.8,HL,1942,0
03004,성동구,20232,분식전문점,6283,3015,4885,12,9.8,5.6,7,22.2,HL,2182,1
03004,성동구,20233,분식전문점,5773,3340,3352,8,9.8,6.9,5,23.9,HL,2234,1
03004,성동구,20234,분식전문점,5550,2195,4131,8,7.8,1.0,3,23.7,HL,1879,1
03004,성동구,20241,분식전문점,5211,2500,4030,3,7.6,9.7,3,24.4,HL,2295,0
03004,성동구,20242,분식전문점,6339,3320,3734,7,7.0,4.0,4,24.8,HL,2126,0
03004,성동구,20243,분식전문점,5896,3161,4552,7,11.1,3.2,2,25.5,HL,2533,1
03004,성동구,20244,분식전문점,6415,2974,4797,5,13.8,6.3,1,25.8,HL,2322,1
03004,성동구,20231,제과점,5944,2405,4408,10,5.4,4.1,5,25.0,HL,2665,1
03004,성동구,20232,제과점,5686,2283,3495,8,6.7,5.2,3,26.3,HL,2576,1
03004,성동구,20233,제과점,6758,2721,3765,9,10.6,6.2,4,23.8,HL,2481,0
03004,성동구,20234,제과점,6602,2855,3913,5,8.4,6.1,2,25.0,HL,3037,1
03004,성동구,20241,제과점,5728,2705,3168,4,10.2,6.4,2,22.7,HL,3069,1
03004,성동구,20242,제과점,5983,3073,4012,10,7.0,9.8,5,23.3,HL,2949,1
03004,성동구,20243,제과점,6930,3020,3945,9,7.0,4.7,4,22.2,HL,2643,1
03004,성동구,20244,제과점,6223,3097,4359,5,5.9,5.0,0,22.7,HL,3059,1
03004,성동구,20231,치킨전문점,6990,3282,4672,7,8.8,10.7,4,23.7,HL,2634,0
03004,성동구,20232,치킨전문점,5514,2860,4081,5,7.4,2.0,4,23.1,HL,2423,1
03004,성동구,20233,치킨전문점,6942,2896,5424,7,5.1,5.6,2,24.6,HL,2423,1
03004,성동구,20234,치킨전문점,5522,2290,3988,3,4.7,4.5,3,21.7,HL,2717,1
03004,성동구,20241,치킨전문점,6968,3333,4678,1,5.4,3.5,1,22.2,HL,2277,1
03004,성동구,20242,치킨전문점,5327,2944,4061,14,7.2,7.4,9,25.9,HL,2044,1
03004,성동구,20243,치킨전문점,5890,2559,3378,15,9.5,1.6,7,25.9,HL,2396,1
03004,성동구,20244,치킨전문점,6039,3010,4238,9,5.8,1.0,5,23.7,HL,2591,1
03004,성동구,20231,의류,5521,2602,3279,12,8.6,3.0,14,25.8,HL,1915,1
03004,성동구,20232,의류,6286,2729,4164,8,10.2,1.2,5,22.2,HL,1797,1
03004,성동구,20233,의류,6950,3052,4675,5,6.7,1.0,4,22.6,HL,2575,1
03004,성동구,20234,의류,6614,3409,3738,7,11.2,3.0,2,25.3,HL,2163,1
03004,성동구,20241,의류,5900,2651,3282,5,7.7,5.2,2,22.9,HL,3004,1
03004,성동구,20242,의류,5525,2550,3514,4,3.6,1.6,3,24.0,HL,2570,1
03004,성동구,20243,의류,5981,3338,3700,8,9.5,5.8,9,23.1,HL,2116,1
03004,성동구,20244,의류,5249,2463,3424,8,5.0,9.9,2,25.4,HL,2549,1
03005,성동구,20231,커피-음료,8521,8038,3634,5,11.1,4.7,2,27.3,HL,2831,1
03005,성동구,20232,커피-음료,10163,13458,5024,9,11.8,1.6,4,29.3,HL,2967,1
03005,성동구,20233,커피-음료,8708,9986,4869,2,5.7,2.8,1,28.3,HL,2885,1
03005,성동구,20234,커피-음료,7970,8093,3406,5,11.1,3.7,2,32.1,HL,3118,1
03005,성동구,20241,커피-음료,9328,8669,5645,2,6.5,2.1,1,30.7,HL,2874,1
03005,성동구,20242,커피-음료,8789,10403,4988,11,11.7,10.8,4,27.0,HL,3279,1
03005,성동구,20243,커피-음료,8205,10763,3764,3,12.8,9.3,2,28.5,HL,3159,0
03005,성동구,20244,커피-음료,8389,8605,3719,5,11.1,6.5,1,28.5,HL,2982,1
03005,성동구,20231,한식음식점,10001,11131,5734,5,15.3,5.2,5,28.6,HL,3911,1
03005,성동구,20232,한식음식점,8762,8525,4029,8,6.5,5.4,8,28.4,HL,3461,1
03005,성동구,20233,한식음식점,10334,10806,5574,5,11.4,3.0,2,30.3,HL,3730,1
03005,성동구,20234,한식음식점,9067,10646,4316,4,6.7,7.3,0,27.5,HL,4545,1
03005,성동구,20241,한식음식점,7889,7509,4850,8,4.7,1.0,4,27.4,HL,4126,1
03005,성동구,20242,한식음식점,10163,11017,5768,5,7.5,6.7,2,31.4,HL,4146,1
03005,성동구,20243,한식음식점,9205,9589,5504,8,9.6,1.0,7,31.4,HL,3731,1
03005,성동구,20244,한식음식점,8960,10332,3983,12,4.6,4.9,6,32.6,HL,3878,1
03005,성동구,20231,분식전문점,9406,12070,5372,3,5.5,10.3,2,32.2,HL,2278,1
03005,성동구,20232,분식전문점,9670,10311,4214,9,11.2,5.2,2,27.9,HL,2640,1
03005,성동구,20233,분식전문점,9866,11263,4883,5,1.0,7.6,3,30.1,HL,2340,1
03005,성동구,20234,분식전문점,9664,12159,4284,4,12.6,3.8,1,30.7,HL,2317,1
03005,성동구,20241,분식전문점,9238,8811,4216,11,9.8,3.3,5,32.4,HL,2277,1
03005,성동구,20242,분식전문점,8479,11216,4029,14,7.1,4.7,7,28.5,HL,1955,1
03005,성동구,20243,분식전문점,9980,12905,4284,7,12.3,1.9,3,27.1,HL,2639,1
03005,성동구,20244,분식전문점,7955,8235,4642,5,8.9,6.4,0,31.9,HL,2101,1
03005,성동구,20231,제과점,8248,7777,4838,9,6.4,1.0,4,28.4,HL,2741,1
03005,성동구,20232,제과점,8466,10925,5197,7,6.1,1.0,4,32.2,HL,2572,1
03005,성동구,20233,제과점,10141,12717,6072,8,6.0,5.8,1,27.3,HL,2716,1
03005,성동구,20234,제과점,10018,13444,5582,12,7.0,11.6,8,32.7,HL,2701,0
03005,성동구,20241,제과점,8293,7672,3602,5,8.3,6.0,8,27.9,HL,2654,1
03005,성동구,20242,제과점,10363,12573,4395,10,2.7,1.5,8,27.4,HL,2631,1
03005,성동구,20243,제과점,8434,7949,4824,7,8.3,1.9,4,31.6,HL,2811,1
03005,성동구,20244,제과점,8184,8192,3508,8,5.7,4.3,7,29.9,HL,2525,1
03005,성동구,20231,치킨전문점,8949,10330,4409,18,10.2,8.3,10,30.0,HL,2337,1
03005,성동구,20232,치킨전문점,8886,8154,4259,7,7.3,6.5,2,30.5,HL,1885,1
03005,성동구,20233,치킨전문점,8950,9205,4675,2,8.0,6.0,0,31.9,HL,2628,0
03005,성동구,20234,치킨전문점,9888,9649,5964,1,5.0,6.3,0,28.3,HL,2538,1
03005,성동구,20241,치킨전문점,8578,11394,3814,4,8.5,2.5,0,27.2,HL,2461,1
03005,성동구,20242,치킨전문점,9427,11674,5194,2,9.5,2.8,0,30.4,HL,2712,1
03005,성동구,20243,치킨전문점,10290,11303,4475,10,6.7,2.1,5,27.3,HL,2389,1
03005,성동구,20244,치킨전문점,8436,8532,3581,4,9.7,4.6,3,28.1,HL,2342,1
03005,성동구,20231,의류,8228,9668,3407,4,3.2,3.9,2,28.5,HL,2402,1
03005,성동구,20232,의류,7886,8179,3674,5,13.4,7.6,6,30.3,HL,2120,0
03005,성동구,20233,의류,8280,10672,4321,4,7.5,4.6,4,29.1,HL,2409,0
03005,성동구,20234,의류,9175,11551,4655,9,8.7,1.7,4,27.2,HL,2258,1
03005,성동구,20241,의류,10113,12433,5988,5,3.9,2.5,2,29.2,HL,2485,1
03005,성동구,20242,의류,8673,8845,4779,3,9.0,1.8,1,32.1,HL,2548,1
03005,성동구,20243,의류,10203,11596,4424,9,12.6,3.5,3,32.7,HL,2546,0
03005,성동구,20244,의류,8829,9515,5221,8,7.3,1.5,4,32.1,HL,2512,1
03006,성동구,20231,커피-음료,5813,5156,3354,8,11.6,2.5,3,17.2,HL,2689,1
03006,성동구,20232,커피-음료,4747,3926,2376,7,11.4,5.8,5,18.7,HL,2798,1
03006,성동구,20233,커피-음료,5878,5100,3389,7,9.6,5.9,7,17.5,HL,2988,1
03006,성동구,20234,커피-음료,5958,6453,3020,7,8.6,2.2,9,17.4,HL,2908,1
03006,성동구,20241,커피-음료,5829,4792,3044,7,8.6,2.0,8,16.8,HL,2695,1
03006,성동구,20242,커피-음료,5084,5664,2388,9,6.5,5.0,2,15.8,HL,3172,1
03006,성동구,20243,커피-음료,6066,6038,3575,8,16.0,6.3,6,16.1,HL,2809,1
03006,성동구,20244,커피-음료,6078,5469,3626,9,6.9,2.9,5,18.0,HL,3305,1
03006,성동구,20231,한식음식점,4726,4707,2182,8,14.2,3.8,3,16.8,HL,3809,1
03006,성동구,20232,한식음식점,5731,6316,2746,7,7.9,4.6,3,16.4,HL,4151,1
03006,성동구,20233,한식음식점,4675,3836,2188,11,8.2,6.5,9,16.0,HL,3660,1
03006,성동구,20234,한식음식점,5129,5531,2756,4,2.1,5.4,0,16.2,HL,3931,1
03006,성동구,20241,한식음식점,4901,5609,2201,11,9.8,2.2,3,17.2,HL,4077,1
03006,성동구,20242,한식음식점,5547,4958,3070,3,9.9,2.8,1,16.3,HL,4550,1
03006,성동구,20243,한식음식점,4671,5114,2472,5,7.1,5.8,0,18.4,HL,3937,1
03006,성동구,20244,한식음식점,5133,4722,2299,7,5.8,1.0,5,17.5,HL,4389,1
03006,성동구,20231,분식전문점,4795,4111,2246,9,15.2,9.8,2,16.1,HL,2191,1
03006,성동구,20232,분식전문점,4918,4334,2682,8,8.4,1.9,7,15.9,HL,2273,1
03006,성동구,20233,분식전문점,5005,4535,2251,3,11.3,2.6,0,16.7,HL,2579,1
03006,성동구,20234,분식전문점,4957,4438,2816,5,8.3,1.9,2,18.5,HL,2244,1
03006,성동구,20241,분식전문점,5169,5355,3114,9,12.3,2.9,4,18.4,HL,2506,1
03006,성동구,20242,분식전문점,5814,5334,3518,7,7.8,2.7,6,16.8,HL,2089,1
03006,성동구,20243,분식전문점,6085,6971,3352,4,3.6,5.8,2,15.4,HL,2424,1
03006,성동구,20244,분식전문점,4969,4956,2355,10,6.4,4.3,3,16.1,HL,2181,0
03006,성동구,20231,제과점,5356,5534,2704,9,4.1,3.5,7,18.1,HL,2860,1
03006,성동구,20232,제과점,5071,5668,2268,5,3.2,3.2,3,15.3,HL,3198,1
03006,성동구,20233,제과점,5757,5349,3177,3,12.0,2.1,3,18.7,HL,2615,1
03006,성동구,20234,제과점,5311,4322,2679,16,4.6,7.2,7,18.3,HL,2403,1
03006,성동구,20241,제과점,5743,6319,2765,8,5.4,5.3,2,17.9,HL,3234,1
03006,성동구,20242,제과점,6168,5994,2830,19,13.5,2.6,13,16.9,HL,2852,1
03006,성동구,20243,제과점,5059,5695,3031,5,13.5,1.0,3,17.5,HL,3103,1
03006,성동구,20244,제과점,6077,5667,3564,5,1.2,9.5,3,18.6,HL,3112,1
03006,성동구,20231,치킨전문점,6061,5290,2506,8,9.4,1.0,6,18.6,HL,2484,1
03006,성동구,20232,치킨전문점,5854,6293,3473,5,10.0,1.0,3,16.0,HL,2589,1
03006,성동구,20233,치킨전문점,6189,6613,3241,8,1.0,8.7,7,18.7,HL,2353,1
03006,성동구,20234,치킨전문점,5863,4661,2719,8,6.2,1.0,2,16.1,HL,2588,1
03006,성동구,20241,치킨전문점,5201,4900,2447,9,10.7,2.9,7,15.6,HL,2811,1
03006,성동구,20242,치킨전문점,4842,3843,2277,9,7.5,4.2,3,18.4,HL,2455,1
03006,성동구,20243,치킨전문점,5359,5150,2922,7,5.8,4.1,2,16.4,HL,2441,1
03006,성동구,20244,치킨전문점,5301,4379,2856,10,8.4,1.0,4,16.1,HL,2695,0
03006,성동구,20231,의류,5302,5528,3007,7,10.0,2.9,4,18.3,HL,2613,1
03006,성동구,20232,의류,5025,4543,2719,4,6.0,1.0,4,15.8,HL,2506,1
03006,성동구,20233,의류,5043,5429,2508,8,11.8,1.0,6,15.9,HL,2486,1
03006,성동구,20234,의류,5330,5263,3235,9,3.6,4.9,5,16.8,HL,2696,1
03006,성동구,20241,의류,5033,5345,2781,8,8.2,1.7,5,18.1,HL,2533,1
03006,성동구,20242,의류,4977,5652,2818,8,6.4,1.3,5,16.1,HL,2592,1
03006,성동구,20243,의류,5164,4844,2532,5,7.2,1.0,4,16.0,HL,2694,0
03006,성동구,20244,의류,5104,3987,2881,3,8.4,3.0,3,18.3,HL,2591,1
03007,성동구,20231,커피-음료,6436,4540,3701,5,5.6,8.1,0,24.1,LH,3404,1
03007,성동구,20232,커피-음료,6098,5339,3535,7,4.9,9.6,3,23.4,LH,2821,0
03007,성동구,20233,커피-음료,6479,5190,3329,9,4.4,7.7,5,26.1,LH,3128,1
03007,성동구,20234,커피-음료,6643,4899,2817,5,9.5,10.6,4,25.9,LH,2821,0
03007,성동구,20241,커피-음료,6388,5954,3771,5,10.6,11.7,5,22.3,LH,3218,1
03007,성동구,20242,커피-음료,6898,4570,2945,8,7.6,9.0,8,24.0,LH,2828,1
03007,성동구,20243,커피-음료,6846,5608,3292,7,12.0,8.4,9,23.6,LH,2688,0
03007,성동구,20244,커피-음료,5441,4729,3196,10,7.4,1.0,6,25.6,LH,3213,1
03007,성동구,20231,한식음식점,6559,5631,3122,17,3.9,3.4,10,23.5,LH,3408,1
03007,성동구,20232,한식음식점,6597,4947,3276,9,6.4,5.2,1,26.2,LH,3743,0
03007,성동구,20233,한식음식점,5961,5173,3442,8,6.1,4.0,6,25.5,LH,3529,1
03007,성동구,20234,한식음식점,6619,5403,4030,8,8.2,8.9,5,24.3,LH,3395,1
03007,성동구,20241,한식음식점,6696,4843,3090,10,6.8,11.8,6,22.5,LH,3795,1
03007,성동구,20242,한식음식점,5411,4707,2696,11,10.5,3.4,6,23.5,LH,3950,1
03007,성동구,20243,한식음식점,5450,4917,2431,2,9.8,7.6,0,22.3,LH,4429,1
03007,성동구,20244,한식음식점,6914,5861,3630,5,8.1,6.0,5,23.9,LH,3686,1
03007,성동구,20231,분식전문점,6078,5323,3056,10,10.6,5.7,4,23.3,LH,1891,1
03007,성동구,20232,분식전문점,6266,4598,3491,3,3.1,9.3,1,23.7,LH,2059,1
03007,성동구,20233,분식전문점,6596,5241,3801,11,9.3,10.0,4,23.9,LH,2127,1
03007,성동구,20234,분식전문점,5729,3919,2601,5,8.5,4.2,2,22.5,LH,2025,1
03007,성동구,20241,분식전문점,6370,5153,3483,7,10.6,8.6,3,25.1,LH,2150,0
03007,성동구,20242,분식전문점,5733,4477,3394,11,3.7,12.8,10,24.7,LH,2061,0
03007,성동구,20243,분식전문점,6221,5674,3739,7,5.4,9.7,3,26.6,LH,2077,0
03007,성동구,20244,분식전문점,6352,5908,3279,4,9.2,3.3,4,26.7,LH,2428,0
03007,성동구,20231,제과점,7149,4893,4089,4,11.1,11.4,5,23.2,LH,2620,1
03007,성동구,20232,제과점,7012,5048,3192,8,1.0,7.7,5,26.1,LH,2312,1
03007,성동구,20233,제과점,6985,5235,3894,5,8.2,10.7,2,23.4,LH,2893,1
03007,성동구,20234,제과점,6095,4144,3482,8,1.0,4.9,4,23.0,LH,2851,1
03007,성동구,20241,제과점,6684,4445,3343,4,8.7,12.3,1,25.3,LH,2882,0
03007,성동구,20242,제과점,6066,4610,3214,7,6.8,7.8,7,26.8,LH,2887,1
03007,성동구,20243,제과점,6428,5896,3724,5,13.1,3.5,2,22.3,LH,2816,1
03007,성동구,20244,제과점,5705,4693,2844,5,5.5,6.9,3,23.8,LH,3030,1
03007,성동구,20231,치킨전문점,5723,4107,3149,8,1.6,4.9,1,23.6,LH,2651,1
03007,성동구,20232,치킨전문점,6035,4308,3223,9,9.6,6.5,7,24.3,LH,2596,0
03007,성동구,20233,치킨전문점,5957,5067,2469,3,7.7,9.2,1,26.4,LH,2729,1
